Index,True Label,Predicted Label,sentence,word_index
20169,1,0,"Since it can not be known as a concept that will realize itself in the future , Sartre argues instead that the totality only produces itself in the moment : ‘ The incarnation as such is at once unrealizable except as totalization of everything and irreducible to a pure abstract unity of that which it totalizes ’ ( II , 58 ) .",48
20193,0,1,"At the same time Sartre makes a larger , though less persuasive claim that the boxing-match also works synecdochally and re-exteriorizes a more fundamental violence , namely the interiorized condition of scarcity that he considers to be the basis of conflict in general .",20
20195,0,1,"At the same time Sartre makes a larger , though less persuasive claim that the boxing-match also works synecdochally and re-exteriorizes a more fundamental violence , namely the interiorized condition of scarcity that he considers to be the basis of conflict in general .",24
20197,0,1,"At the same time Sartre makes a larger , though less persuasive claim that the boxing-match also works synecdochally and re-exteriorizes a more fundamental violence , namely the interiorized condition of scarcity that he considers to be the basis of conflict in general .",28
20211,0,1,"The boxing match ‘ is the public incarnation of all conflict ’ ( II , 32 ) , totalizing in its own struggle the whole of ‘ contemporary irreducibilities and fissures ’ ( II , 26 ) :",24
20217,0,1,"thus one can and must say … that each fight is the singularisation of all the circumstances of the social whole in movement and that by this singularisation , it incarnates the enveloping totalization which the historical process is .",9
20221,0,1,"thus one can and must say … that each fight is the singularisation of all the circumstances of the social whole in movement and that by this singularisation , it incarnates the enveloping totalization which the historical process is .",20
20229,0,1,"But then he adds , ‘ I have said and I repeat that we have not yet proved that this enveloping totalization exists ’ .",3
20246,0,1,"So , although it is possible to conceive of any event as an incarnation of the totality , insofar as it must itself make up a part of that totality in its determination , unlike the case of the boxing match , where we can define the overall entity ‘ boxing ’ , it still remains unproven that an overall entity , ‘ History ’ , can be said to exist at all .",32
20250,1,0,"So , although it is possible to conceive of any event as an incarnation of the totality , insofar as it must itself make up a part of that totality in its determination , unlike the case of the boxing match , where we can define the overall entity ‘ boxing ’ , it still remains unproven that an overall entity , ‘ History ’ , can be said to exist at all .",45
20273,0,1,"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .",2
20279,0,1,"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .",13
20284,0,1,"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .",28
20295,1,0,"It is simple enough for him to show that a boxing match takes place within a general totality of ‘ boxing ’ , which is itself only ever present in any individual incarnation , for as a game each match is both an individual bout and something conducted according to general rules and a specific social tradition .",51
20301,0,1,"But what about those conflicts that do not take place within such a constituted social system , such as conflictual bourgeois societies which can not be said to be unified , except , as Sartre suggests dismissively , by appeal to a lost paradise before the class struggle ?",9
20311,1,0,"But what about those conflicts that do not take place within such a constituted social system , such as conflictual bourgeois societies which can not be said to be unified , except , as Sartre suggests dismissively , by appeal to a lost paradise before the class struggle ?",35
20334,0,1,"However , when he poses the question of whether his method could work as well for the class struggle as for the boxing match , Sartre admits that he finds it impossible to answer and returns instead to the much easier case of sub-groups .",4
20360,0,1,Once again he backtracks and assumes a larger unity in which conflict takes place .,13
20365,0,1,"The major question thus always remains unanswered in the Critique : every time that Sartre announces that he is about to proceed with the fundamental problem of how History can be a totalization without a totalizer , he turns back to a previous , more easily intelligible stage on the way .",5
20387,1,0,"His difficulty is accompanied by a no doubt symptomatic increasing distrust of universals so that , in championing specificities against them , he seems to give up the attempt to validate the universals — History as Totalization — that originally formed the object of his project .",8
20416,0,1,"At this point a further contradiction in Sartre 's whole enterprise begins to open up : for someone so deeply distrustful of universals it seems curious that he has involved himself so emphatically with the notions of totality , History , and the dialectic .",25
20425,1,0,"As Sartre insists more and more upon the virtues of specificity ( II , 200 — 05 ) , such is his distaste for Marxist or any other universalizing categories that he refuses even to countenance them , attempting to replace concepts with specificities , universals with singulars .",8
20452,0,1,"His scepticism goes to the extent of even denying the existence of ‘ society ’ or ‘ the nation ’ as such ( II , 24 , 61 ) — the very totalities which his own general argument for totalization requires .",40
20468,1,0,But if Sartre anticipates such later thinkers we should not assume too quickly that they have simply taken his insights further .,12
20477,0,1,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",10
20484,0,1,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",22
20488,0,1,"For Sartre 's singular universal could never be expected to solve the formal theoretical problem of how individual existential existence can be related to History insofar as it simply renames , in one oxymoronic category , the original antithetical terms .",29
20501,0,1,The Philosopher 's Child,3
20512,1,0,That is the first thing which anyone surveying the literature would notice .,7
20534,1,0,"Along with a selection from a list including women , animals , madmen , foreigners , slaves , patients and imbeciles , children have served in that great class of beings , the ‘ not-men ’ , in contrast with which male philosophers have defined and valued themselves .",46
20536,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",4
20537,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",6
20538,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",8
20539,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",10
20548,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",26
20550,1,0,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",30
20555,0,1,"Unlike the others who appear and disappear as fashion and progress dictate , children occupy a permanent place in the list partly because of their continuing presence as a potential sub-class , partly because they have never protested and mainly because it is assumed that in favourable circumstances they will become men and therefore require attention .",43
20598,0,1,"Education was to guide the infant through the transition to manhood including such stages as childhood , boyhood and youth .",8
20600,0,1,"Education was to guide the infant through the transition to manhood including such stages as childhood , boyhood and youth .",11
20607,0,1,That is the second thing to notice ; the philosopher 's children are boys .,6
20613,0,1,"The fact that at least half of the world 's children would not actually go through this process beyond the first two stages is conveniently forgotten or ignored and , no doubt , the reasons for this were largely social .",5
20666,0,1,"Where the end is person- rather than role-oriented — that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists — then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",23
20673,1,0,"Where the end is person- rather than role-oriented — that is , where the end is the development of the human mind and spirit rather than the production of , say , information technologists — then education is valued in relation to some conception of worthwhile human existence which it is meant to serve .",38
20696,0,1,The great philosophers have always produced such a person-oriented account at least for those whose education was thought to matter .,8
20707,0,1,"Education has been directed at the production of the rational , the free , the independent of mind , the dignified , in short , the autonomous human being .",15
20711,1,0,"Education has been directed at the production of the rational , the free , the independent of mind , the dignified , in short , the autonomous human being .",26
20725,0,1,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",24
20740,1,0,"Yet because the philosopher 's adult has traditionally been male , his children boy children , and his educational programmes designed to facilitate the transition between them , the ideal of the fully human person has been masculinised to the point where otherwise thoughtful and sometimes good and wise men have unashamedly admitted that this defining ideal is not applicable to half the species .",55
20745,0,1,"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .",1
20749,0,1,"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .",8
20755,1,0,"Rationality turns into narrow intellectualism , freedom into licence , independence into isolationism , dignity into selfish pride ; the autonomous human being turns out to be no more than a social atom after all .",20
20761,1,0,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",2
20763,1,0,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",8
20770,1,0,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",23
20771,1,0,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",26
20772,0,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",29
20774,0,1,"The degeneration occurs , not because men are congenitally or even incorrigibly narrow , libertine , isolated or selfish , but because in defining themselves as autonomous beings in opposition to other human beings they have had to seek what separates them as a group from others .",38
20778,1,0,It is a curiously paradoxical foundation uponupon which to build a theory of autonomy .,3
20783,1,0,It is a curiously paradoxical foundation uponupon which to build a theory of autonomy .,13
20785,1,0,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,1
20788,1,0,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,8
20790,1,0,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,13
20792,1,0,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,17
20793,0,1,Moral autonomy is concerned with individuals not with groups ; a conception of autonomy which depends upon group membership displays its own contradiction .,18
20801,1,0,This paper is partly about the rejection of certain accounts of autonomy though not with the rejection of the ideal of autonomy itself .,11
20804,1,0,This paper is partly about the rejection of certain accounts of autonomy though not with the rejection of the ideal of autonomy itself .,21
20818,1,0,Why should women in general and women philosophers in particular be specially interested in the nature and status of children ?,15
20819,0,1,Why should women in general and women philosophers in particular be specially interested in the nature and status of children ?,17
20839,0,1,When philosophers dismiss women as ‘ not-men ’ they frequently do more than simply lump them together with children or lunatics .,14
20855,1,0,Schopenhauer said that women remain big children all their lives ; it would be interesting to know what he thought children were like .,1
20870,1,0,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",11
20876,0,1,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",31
20880,0,1,"A common result of this is that when the philosophers deny autonomy to women , they do so for the same sorts of reason that they deny it to children and cite lack of rationality , capriciousness and vulnerability among their characteristics .",38
20888,1,0,We can do more than to reject such descriptions of ourselves ; we can ask further questions : are children like this ? is this why children are not autonomous ?,29
20895,1,0,"Again , women well know what it is like to be treated as children and they find it offensive .",18
20901,1,0,It would therefore be reasonable to consider whether children find it offensive to be treated like children .,11
20920,0,1,Women philosophers are in a special position to consider such questions for in the image of the philosopher 's child they see themselves .,19
20922,1,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",3
20923,1,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",6
20929,1,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",23
20931,1,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",27
20935,0,1,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",41
20937,1,0,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",45
20942,0,1,"It is no accident that the liberation of women , such as it is , should form part of a wider movement of liberation in general ; liberation for one part of the ‘ not-men ’ is bound to have a knock-on effect when your fellow groups are sometimes quite literally identified with you .",51
20946,0,1,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",10
20949,0,1,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",19
20954,0,1,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",34
20962,1,0,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",50
20965,1,0,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",56
20972,1,0,"The assumption that all groups in the ‘ not-men ’ class are identical with each other is so firmly rooted that , as we shall see in the fourth section , it is readily assumed even by modern libertarian thinkers that showing that , for example , some ground for distinguishing between men and women is false or irrelevant , immediately commits us to the view that the same ground is irrelevant in distinguishing men from children .",73
20976,1,0,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .,7
20979,1,0,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .,16
20981,1,0,‘ That 's what they used to say about women ’ is not a proof that saying it about a child is false .,22
21006,1,0,"Having denied that we may ever legitimately interfere with the liberty of another except on the grounds of self-protection , Mill ( 1910 ) asserts :",10
21017,1,0,We are not speaking of children or of young persons below the age which the law may fix as that of manhood or womanhood .,3
21036,1,0,Those who are still in a state to require being taken care of by others must be protected against their own actions as well as against external injury .,27
21042,1,0,"This view , as we shall see , has been attacked on the grounds that it rests on the false assumption that the distinction between adults and children is identical with the distinction between rational and non-rational beings .",19
21054,1,0,The attacks are based on empirical observation ; most women and older children are actually quite as rational as most men while some men are actually less rational .,6
21070,1,0,If we agree that in that case women should be embraced by the liberty principle then so should children .,13
21082,0,1,"Partly to redress the balance and partly because talking about ‘ children ’ covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",2
21085,1,0,"Partly to redress the balance and partly because talking about ‘ children ’ covers such a wide range of potential images , I shall try to keep before my mind an ordinary 10-year-old of our society .",8
21099,1,0,She is the child of this paper unless I indicate otherwise .,9
21102,1,0,"Throughout we should ask ourselves , does this ( whatever is being said ) apply to her ?",12
21122,0,1,One thing they are all quite sure about is that children are not like adults ; in particular they agree that children lack some capacity for rational thought which adults have .,22
21132,1,0,"the slave has absolutely no deliberative faculty ; the woman has but its authority is imperfect ; so has the child , but in this case it is immature .",13
21136,1,0,"the slave has absolutely no deliberative faculty ; the woman has but its authority is imperfect ; so has the child , but in this case it is immature .",28
21139,1,0,"Children … are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",4
21144,1,0,"Children … are not endued with Reason at all , till they have attained the use of speech but are called Reasonable Creatures for the possibility apparent of having the use of Reason in time to come .",20
21164,1,0,"I mean , that you should make them sensible by the Mildness of your carriage , and the composure even in your correction of them , that what you do is reasonable in you and useful and necessary for them .",14
21167,0,1,"I mean , that you should make them sensible by the Mildness of your carriage , and the composure even in your correction of them , that what you do is reasonable in you and useful and necessary for them .",22
21184,1,0,"Young children ought merely to have things shown to them as they are , or they get puzzled and ask question after question .",7
21198,1,0,At what age ought the education for youth to begin ?,9
21199,1,0,"Roughly at the age of ten years , when by nature the child enters the stage of youth and begins to reflect …",0
21202,1,0,"Roughly at the age of ten years , when by nature the child enters the stage of youth and begins to reflect …",10
21217,0,1,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",23
21218,1,0,"The youth … is capable of having principles ; his religious and moral ideas can be cultivated , and he is able to attend to his own refinement .",27
21231,1,0,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",22
21235,1,0,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",31
21242,0,1,"They have an ‘ immature ’ deliberative faculty ( Aristotle ) , are not ‘ endued with Reason ’ ( Hobbes ) , until roughly the age of 10 ( Kant ) and are ‘ incapable of being acted upon by rational consideration of distant motives ’ ( Mill ) .",7
21244,1,0,"They have an ‘ immature ’ deliberative faculty ( Aristotle ) , are not ‘ endued with Reason ’ ( Hobbes ) , until roughly the age of 10 ( Kant ) and are ‘ incapable of being acted upon by rational consideration of distant motives ’ ( Mill ) .",15
21251,1,0,"They have an ‘ immature ’ deliberative faculty ( Aristotle ) , are not ‘ endued with Reason ’ ( Hobbes ) , until roughly the age of 10 ( Kant ) and are ‘ incapable of being acted upon by rational consideration of distant motives ’ ( Mill ) .",38
21259,1,0,But they are not completely lost causes .,6
21267,0,1,The immature deliberative faculty will mature ; children have the ‘ possibility apparent ’ of turning into rational beings ( Hobbes ) ; they love to be reated as though they were rational though they are not so yet ( Locke ) ; you can give the prerational child reasons for acting in certain ways and he will turn into the youth who is capable of having principles ( Kant ) .,15
21282,0,1,The immature deliberative faculty will mature ; children have the ‘ possibility apparent ’ of turning into rational beings ( Hobbes ) ; they love to be reated as though they were rational though they are not so yet ( Locke ) ; you can give the prerational child reasons for acting in certain ways and he will turn into the youth who is capable of having principles ( Kant ) .,58
21293,0,1,Until the time when these things happen then Mill 's disclaimer comes into operation .,13
21295,1,0,Children must be taken care of by others and protected from external injury and against their own actions .,3
21300,1,0,Children must be taken care of by others and protected from external injury and against their own actions .,12
21307,1,0,"The traditional view is encapsulated in the claim that children are not autonomous ; that is , on a standard interpretation , they lack the capacity to act rationally in pursuit of their own self-chosen goals .",12
21310,0,1,"The traditional view is encapsulated in the claim that children are not autonomous ; that is , on a standard interpretation , they lack the capacity to act rationally in pursuit of their own self-chosen goals .",23
21319,1,0,It is then a matter of preference whether you say that they can not choose the goals or that they can not form strategies to achieve them or both .,9
21323,0,1,It is then a matter of preference whether you say that they can not choose the goals or that they can not form strategies to achieve them or both .,23
21332,1,0,"In either case , the political implication is that denying rights to children is entirely justified , and there the matter rests .",15
21336,0,1,"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .",8
21340,0,1,"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .",16
21342,0,1,"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .",20
21346,1,0,"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .",28
21348,1,0,"In all this , there are perhaps a couple of things which look plausible when we compare the philosopher 's child with our mental picture ; Aristotle 's observation that children are immature and Mill 's suggestion that they might need protection .",32
21359,0,1,There is obviously something wrong with a portrayal of children as totally lacking in reason until they leap out of bed on their tenth birthday announcing that they are now able to act on principle .,7
21364,0,1,There is obviously something wrong with a portrayal of children as totally lacking in reason until they leap out of bed on their tenth birthday announcing that they are now able to act on principle .,17
21368,0,1,There is obviously something wrong with a portrayal of children as totally lacking in reason until they leap out of bed on their tenth birthday announcing that they are now able to act on principle .,25
21384,0,1,"Apart from being false , such an account leaves no room in our thinking about children for things like teaching and learning , or development in understanding and character and all those other concepts which refer to processes and not to states .",28
21394,1,0,"The tension between these theoretical views of children as non-rational , non-autonomous beings and the practical knowledge of real children is evident in those quotations from Hobbes and Locke and Kant and Mill .",11
21415,0,1,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,3
21416,0,1,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,5
21420,0,1,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,17
21422,1,0,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,20
21423,1,0,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,22
21429,1,0,Hobbes is not using an inductive argument here ; the ‘ possibility apparent ’ is not an inductive argument from observations about past children but is meant to refer to some discernible feature of present ones .,34
21438,1,0,It is not language since Hobbes is here talking about the prelinguistic child .,8
21450,1,0,"But then , either Hobbes has failed to distinguish the child from at least the higher and domesticated animals or the force of ‘ intelligently ’ must be explained in such a way as to exclude animals .",8
21494,0,1,"Well , maybe they do , but making any old noises is clearly not sufficient to enter the rationality stakes ; I must at least say something .",7
21503,1,0,"Well , maybe they do , but making any old noises is clearly not sufficient to enter the rationality stakes ; I must at least say something .",25
21518,0,1,"Maybe , but I can also , if I like , talk to my car , but yelling at it in the approved Basil Fawlty manner is hardly treating it as rational .",28
21548,0,1,Part of the time he sees them in the familiar way as creatures who lack rationality to at least some degree .,12
21549,0,1,Part of the time he sees them in the familiar way as creatures who lack rationality to at least some degree .,14
21563,1,0,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",11
21564,1,0,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",12
21566,0,1,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",16
21568,1,0,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",23
21570,1,0,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",26
21573,0,1,"Their problem seems to be not one of the inability to choose goals or to form strategies for achieving them , but an incorrigible propensity to choose the wrong ones and an awesome efficiency in achieving them unless adults intervene .",32
21580,1,0,"All in all , it is a pretty unconvincing picture .",9
21581,1,0,"If you say that children are completely non-rational then you have to account for the fact that they become rational , and to do that it appears from these examples that you have to assume that they already are .",2
21585,0,1,"If you say that children are completely non-rational then you have to account for the fact that they become rational , and to do that it appears from these examples that you have to assume that they already are .",12
21589,0,1,"If you say that children are completely non-rational then you have to account for the fact that they become rational , and to do that it appears from these examples that you have to assume that they already are .",26
21591,0,1,"If you say that children are completely non-rational then you have to account for the fact that they become rational , and to do that it appears from these examples that you have to assume that they already are .",34
21600,1,0,"If , on the other hand , you allow rationality to children , then you can not use their lack of it as a criterion to distinguish them from adults .",26
21608,1,0,"are not aware of the unreality of their original pictures which is why , often in the same sentence , they produce these contradictions .",9
21615,1,0,The one thing they do not do is to re-examine the original for the tell-tale signs of forgery .,11
21618,1,0,The one thing they do not do is to re-examine the original for the tell-tale signs of forgery .,17
21621,1,0,"The recognition that children can not simply be written off in the rationality stakes and can not therefore be denied autonomy on this account has led some writers to conclude that they can not , therefore , be denied it on any account .",1
21624,1,0,"The recognition that children can not simply be written off in the rationality stakes and can not therefore be denied autonomy on this account has led some writers to conclude that they can not , therefore , be denied it on any account .",8
21629,1,0,"The recognition that children can not simply be written off in the rationality stakes and can not therefore be denied autonomy on this account has led some writers to conclude that they can not , therefore , be denied it on any account .",20
21637,1,0,"We should notice that this view is not just a flight of fancy from the loony left , the pederast lobby or children themselves .",2
21638,1,0,"We should notice that this view is not just a flight of fancy from the loony left , the pederast lobby or children themselves .",5
21651,0,1,It is also to be found in stronger or weaker versions of more cautious academic thought .,13
21654,0,1,"In Escape from Childhood ( 1974 ) , John Holt notes that children are , in fact , capable of a great deal more than modern society allows them to be .",1
21662,0,1,"In Escape from Childhood ( 1974 ) , John Holt notes that children are , in fact , capable of a great deal more than modern society allows them to be .",21
21663,0,1,"In Escape from Childhood ( 1974 ) , John Holt notes that children are , in fact , capable of a great deal more than modern society allows them to be .",22
21671,1,0,"He sees childhood as a fairly modern invention designed to fit adult rather than children 's needs , and an oppressive invention at that .",7
21678,0,1,"He sees childhood as a fairly modern invention designed to fit adult rather than children 's needs , and an oppressive invention at that .",20
21679,1,0,"He sees childhood as a fairly modern invention designed to fit adult rather than children 's needs , and an oppressive invention at that .",21
21683,0,1,"He suggests that children should be given a comprehensive range of civil and legal rights including the right to vote , to manage their own financial affairs , to direct and manage their own education and to control their own sex lives and",8
21688,0,1,"He suggests that children should be given a comprehensive range of civil and legal rights including the right to vote , to manage their own financial affairs , to direct and manage their own education and to control their own sex lives and",15
21691,0,1,"He suggests that children should be given a comprehensive range of civil and legal rights including the right to vote , to manage their own financial affairs , to direct and manage their own education and to control their own sex lives and",22
21695,0,1,"He suggests that children should be given a comprehensive range of civil and legal rights including the right to vote , to manage their own financial affairs , to direct and manage their own education and to control their own sex lives and",31
21708,1,0,"to make and enter into , on a basis of mutual consent , quasifamilial relationships outside one 's immediate family — i.e. the right to seek and choose guardians other than one 's own parents and to be legally dependent on them .",18
21720,0,1,"This is also the view put forward by John Harris , though in less specific terms .",5
21721,0,1,"This is also the view put forward by John Harris , though in less specific terms .",6
21734,1,0,"Like Holt , Harris believes that the so-called incompetence of children is an adult invention imposed on children for adults ' convenience .",14
21753,0,1,"We must remember that to deny someone control of their own lives is to offer them a most profound insult , not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will add .",14
21754,0,1,"We must remember that to deny someone control of their own lives is to offer them a most profound insult , not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will add .",18
21760,1,0,"We must remember that to deny someone control of their own lives is to offer them a most profound insult , not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will add .",35
21761,0,1,"We must remember that to deny someone control of their own lives is to offer them a most profound insult , not to mention the which the frustration of their wishes and the setting at naught of their own plans for themselves will add .",39
21779,1,0,"Now Holt and Harris both have many wise , enlightened and humane observations to make about some of the injustices which we inflict upon children , but as these remarks show , putting them right without inflicting equally grave injustice is no easy matter .",9
